"Id","Sales"
1,7760.10
2,7760.10
3,7760.10
4,7760.10
5,7760.10
6,7760.10
7,7760.10
8,7760.10
9,7760.10
10,7760.10
11,7760.10
12,7760.10
13,7760.10
14,7760.10
15,7760.10
16,7760.10
17,7760.10
18,7760.10
19,7760.10
20,7760.10
21,7760.10
22,7760.10
23,7760.10
24,7760.10
25,7760.10
26,7760.10
27,7760.10
28,7760.10
29,7760.10
30,7760.10
31,7760.10
32,7760.10
33,7760.10
34,7760.10
35,7760.10
36,7760.10
37,7760.10
38,7760.10
39,7760.10
40,7760.10
41,7760.10
42,7760.10
43,7760.10
44,7760.10
45,7760.10
46,7760.10
47,7760.10
48,7760.10
49,7760.10
50,7760.10
51,7760.10
52,7760.10
53,7760.10
54,7760.10
55,7760.10
56,7760.10
57,7760.10
58,7760.10
59,7760.10
60,7760.10
61,7760.10
62,7760.10
63,7760.10
64,7760.10
65,7760.10
66,7760.10
67,7760.10
68,7760.10
69,7760.10
70,7760.10
71,7760.10
72,7760.10
73,7760.10
74,7760.10
75,7760.10
76,7760.10
77,7760.10
78,7760.10
79,7760.10
80,7760.10
81,7760.10
82,7760.10
83,7760.10
84,7760.10
85,7760.10
86,7760.10
87,7760.10
88,7760.10
89,7760.10
90,7760.10
91,7760.10
92,7760.10
93,7760.10
94,7760.10
95,7760.10
96,7760.10
97,7760.10
98,7760.10
99,7760.10
100,7760.10
101,7760.10
102,7760.10
103,7760.10
104,7760.10
105,7760.10
106,7760.10
107,7760.10
108,7760.10
109,7760.10
110,7760.10
111,7760.10
112,7760.10
113,7760.10
114,7760.10
115,7760.10
116,7760.10
117,7760.10
118,7760.10
119,7760.10
120,7760.10
121,7760.10
122,7760.10
123,7760.10
124,7760.10
125,7760.10
126,7760.10
127,7760.10
128,7760.10
129,7760.10
130,7760.10
131,7760.10
132,7760.10
133,7760.10
134,7760.10
135,7760.10
136,7760.10
137,7760.10
138,7760.10
139,7760.10
140,7760.10
141,7760.10
142,7760.10
143,7760.10
144,7760.10
145,7760.10
146,7760.10
147,7760.10
148,7760.10
149,7760.10
150,7760.10
151,7760.10
152,7760.10
153,7760.10
154,7760.10
155,7760.10
156,7760.10
157,7760.10
158,7760.10
159,7760.10
160,7760.10
161,7760.10
162,7760.10
163,7760.10
164,7760.10
165,7760.10
166,7760.10
167,7760.10
168,7760.10
169,7760.10
170,7760.10
171,7760.10
172,7760.10
173,7760.10
174,7760.10
175,7760.10
176,7760.10
177,7760.10
178,7760.10
179,7760.10
180,7760.10
181,7760.10
182,7760.10
183,7760.10
184,7760.10
185,7760.10
186,7760.10
187,7760.10
188,7760.10
189,7760.10
190,7760.10
191,7760.10
192,7760.10
193,7760.10
194,7760.10
195,7760.10
196,7760.10
197,7760.10
198,7760.10
199,7760.10
200,7760.10
201,7760.10
202,7760.10
203,7760.10
204,7760.10
205,7760.10
206,7760.10
207,7760.10
208,7760.10
209,7760.10
210,7760.10
211,7760.10
212,7760.10
213,7760.10
214,7760.10
215,7760.10
216,7760.10
217,7760.10
218,7760.10
219,7760.10
220,7760.10
221,7760.10
222,7760.10
223,7760.10
224,7760.10
225,7760.10
226,7760.10
227,7760.10
228,7760.10
229,7760.10
230,7760.10
231,7760.10
232,7760.10
233,7760.10
234,7760.10
235,7760.10
236,7760.10
237,7760.10
238,7760.10
239,7760.10
240,7760.10
241,7760.10
242,7760.10
243,7760.10
244,7760.10
245,7760.10
246,7760.10
247,7760.10
248,7760.10
249,7760.10
250,7760.10
251,7760.10
252,7760.10
253,7760.10
254,7760.10
255,7760.10
256,7760.10
257,10416.95
258,7760.10
259,7760.10
260,7760.10
261,7760.10
262,7760.10
263,7760.10
264,7760.10
265,7760.10
266,7760.10
267,7760.10
268,7760.10
269,7760.10
270,9909.91
271,7760.10
272,7760.10
273,7760.10
274,7760.10
275,7760.10
276,7760.10
277,7760.10
278,7760.10
279,7760.10
280,7760.10
281,7760.10
282,7760.10
283,7760.10
284,7760.10
285,7760.10
286,7760.10
287,7760.10
288,7760.10
289,7760.10
290,7760.10
291,7760.10
292,7760.10
293,7760.10
294,7760.10
295,7760.10
296,7760.10
297,7760.10
298,7760.10
299,7760.10
300,7760.10
301,7760.10
302,7760.10
303,7760.10
304,7760.10
305,10450.48
306,7760.10
307,7760.10
308,7760.10
309,7760.10
310,7760.10
311,7760.10
312,7760.10
313,7760.10
314,7760.10
315,7760.10
316,7760.10
317,7760.10
318,7760.10
319,7760.10
320,7760.10
321,7760.10
322,7760.10
323,7760.10
324,7760.10
325,7760.10
326,7760.10
327,7760.10
328,7760.10
329,7760.10
330,7760.10
331,7760.10
332,7760.10
333,7760.10
334,7760.10
335,7760.10
336,7760.10
337,7760.10
338,7760.10
339,7760.10
340,7760.10
341,7760.10
342,7760.10
343,7760.10
344,7760.10
345,7760.10
346,7760.10
347,11652.59
348,7760.10
349,7760.10
350,7760.10
351,7760.10
352,7760.10
353,7760.10
354,7760.10
355,7760.10
356,7760.10
357,7760.10
358,7760.10
359,7760.10
360,7760.10
361,7760.10
362,7760.10
363,7760.10
364,7760.10
365,7760.10
366,7760.10
367,7760.10
368,7760.10
369,10897.37
370,7760.10
371,7760.10
372,7760.10
373,7760.10
374,7760.10
375,7760.10
376,7760.10
377,7760.10
378,7760.10
379,7760.10
380,7760.10
381,7760.10
382,7760.10
383,7760.10
384,7760.10
385,7760.10
386,7760.10
387,7760.10
388,7760.10
389,7760.10
390,7760.10
391,7760.10
392,7760.10
393,7760.10
394,7760.10
395,7760.10
396,7760.10
397,7760.10
398,7760.10
399,7760.10
400,7760.10
401,7760.10
402,7760.10
403,7760.10
404,7760.10
405,7760.10
406,7760.10
407,7760.10
408,7760.10
